番号,俳句,季語,季節
13063,店先に蜜柑腐りぬ蕗の薹,蕗の薹,春
13064,蕗の薹ほうけて瓶にさゝれけり,蕗の薹,春
13065,山陰に虎杖森の如くなり,虎杖,春
13066,分け入って谷は虎杖ばかりなり,虎杖,春
13067,虎杖モ蕨モ伸ビヌ山ノ様,虎杖,春
13068,春蘭や無名の筆の俗ならず,春蘭,春
13069,小包みに小杜若のしほれたる,小杜若,春
13070,枯蘆の下から青む湖辺かな,芦の芽,春
13071,牛の子の水のむ川や蘆の角,芦の角,夏
13072,しほらしき物を名つけて蘆の角,芦の角,夏
13073,難波江や干潟の限り蘆の角,芦の角,夏
13074,橋もなし飛ばれぬ小川蘆の角,芦の角,夏
13075,若芝や檜葉の木長く松丸し,若芝,春
13076,あれにけりつばなまじりの一ノ坪,茅花,春
13077,三日月のほのかに白し茅花の穂,茅花,春
13078,おそろしきまでに穂に出るつばなかな,茅花,春
13079,おそろしき迄穂に出る茅花哉,茅花,春
13080,茅花さく家を傾城のなれのはて,茅花,春
13081,故郷や芽花ぬきしは十余年,芽花,春
13082,遊女老いて茅花まじりの垣根哉,芽花,春
13083,古株の底やもやもや薄の芽,薄の芽,春
13084,古庭や刈株少し薄の芽,薄の芽,春
13085,むさしのやすくろの薄小雨ふる,末黒の薄,冬
13086,ふむまいそ小道にすみれつくつくし,土筆,春
13087,一もとのつくしに飛ぶや野の小川,土筆,春
13088,親子らしならぶつくしの長短,土筆,春
13089,喧嘩した小共のあとやつくつくし,土筆,春
13090,つくつくしゆるしてくれよ杖のとが,土筆,春
13091,つみもせすすわつて見るやつくつくし,土筆,春
13092,手のとゞくだけは短しつくづくし,土筆,春
13093,手のとゝくとこは短しつくつくし,土筆,春
13094,ふむまいとすみれをよけてつくつくし,土筆,春
13095,ふむまいとよけた方にもつくつくし,土筆,春
13096,ほうけたるまゝ也つくし蕗の薹,土筆,春
13097,伏兵の鉄砲倒すつくし哉,土筆,春
13098,ほうけたるつくし陽炎になりもせん,土筆,春
13099,ほくほくとつくしのならふ焼野哉,土筆,春
13100,見て行くや小道小道の土筆,土筆,春
13101,迷ひ子のすてゝて行きけりつくづくし,土筆,春
13102,よく見ればあとさき多きつくし哉,土筆,春
13103,畦道や曲り曲りの土筆,土筆,春
13104,籠さげて土筆つみつみ関屋まで,土筆,春
13105,枯草の中やすいすい土筆,土筆,春
13106,竹籠の若菜にまじる土筆哉,土筆,春
13107,たけ高し棘の中の土筆,土筆,春
13108,土筆野中の石碑字消えたり,土筆,春
13109,二三本土筆生えけり池の端,土筆,春
13110,麻生田にいまだ短し土筆,土筆,春
13111,砂原やほうしこ抜けばとなゝがら,土筆,春
13112,萱深く土筆あるべき目利かな,土筆,春
13113,枯萱の色に出でたるつくしかな,土筆,春
13114,砂原に頭ばかりの土筆哉,土筆,春
13115,土筆多き土手に日暮るゝ恨かな,土筆,春
13116,土筆を得ず虎杖を得て帰る,土筆,春
13117,つれづれや病床に土筆の袴取る,土筆,春
13118,墓原の杉菜に交る土筆かな,土筆,春
13119,節多く頭がちなる土筆哉,土筆,春
13120,町近き野辺に乏しき土筆,土筆,春
13121,女ばかり土筆摘み居る野は浅し,土筆,春
13122,仏を話す土筆の袴剥きながら,土筆,春
13123,見てすぐる土手の土筆や蓬摘,土筆,春
13124,土筆煮て飯くふ夜の台所,土筆,春
13125,一つ長く一つ短しつくづくし,土筆,春
13126,道のべにたまたま土筆一つかな,土筆,春
13127,家を出でゝ土筆摘むのも何年目,土筆,春
13128,看病や土筆摘むのも何年目,土筆,春
13129,里人は土筆も食わず蓬摘,土筆,春
13130,杉菜多キ堤ニ出タリ土筆狩,土筆,春
13131,病床を三里はなれて土筆取,土筆,春
13132,すさましや杉菜許りの岡一つ,杉菜,春
13133,何もなき杉菜ばかりの砂地哉,杉菜,春
13134,いたづらに土筆尋ぬる杉菜哉,杉菜,春
13135,家ヲ出テ根岸田圃ノ杉菜カナ,杉菜,春
13136,のびすぎて風にあぶなきわらびかな,蕨,春
13137,おぼこ気を握りつめけり初蕨,蕨,春
13138,早蕨の庭に手を出す山家哉,蕨,春
13139,苫の雨奥山わらび匂ひけり,蕨,春
13140,山里や簀の子の下のかぎ蕨,蕨,春
13141,老僧の如意に持ちそふ蕨哉,蕨,春
13142,ゆらゆらと比良の尾上の蕨哉,蕨,春
13143,奥山のおどろが下や蕨取,蕨,春
13144,奥山のおとろの下やわらひ取,蕨,春
13145,蕨己に手を広げたる広げざる,蕨,春
13146,早蕨の手も握られす此別れ,蕨,春
13147,山焼イテ十日ノ市ヤ初蕨,蕨,春
13148,見えかゝる叔父の閑居や葱のぎぼ,葱の擬宝,冬
13149,傘さして韮つむ人のにくさ哉,韮,春
13150,韮剪つて酒借りに行く隣哉,韮,春
13151,蕗の薹のわすれかたみや茗荷の子,茗荷,夏
13152,かくれ家の四隅を見れば茗荷哉,茗荷,夏
13153,此畑も親が譲りの茗荷哉,茗荷,夏
13154,すさましや庫裏のうしろの茗荷竹,茗荷,夏
13155,すさましや野寺の庭の茗荷竹,茗荷,夏
13156,茗荷とは虫さへくはぬ名也けり,茗荷,夏
13157,山里の春は淋しき茗荷かな,茗荷,夏
13158,菜の花をはさんで麦の畝青し,青麦,春
13159,青麦やあふてもあふてもしらぬ人,青麦,春
13160,青麦やところところに菜種咲く,青麦,春
13161,麦の葉や緑うなつく五六寸,青麦,春
13162,青麦や畑の末の大和尚,青麦,春
13163,草臥る青麦道や病ミ上り,青麦,春
13164,青麦に床几立てたる写生哉,青麦,春
13165,青麦に山も見えさる地形かな,青麦,春
13166,青麦に山も見えざる地勢哉,青麦,春
13167,種芋を種ゑて二日の月細し,種いも,春
13168,京人は葉の形知らぬ野老哉,野老,春
13169,花も葉もなしや野老の老の髭,野老,春
13170,野老堀見れば髯なき翁哉,野老,春
13171,君か代の苗代見せう都人,苗代,春
13172,苗代や月をおさえてなく蛙,苗代,春
13173,苗代や月をふまえて鳴く蛙,苗代,春
13174,苗代やところところに不二のきれ,苗代,春
13175,苗代や籾をかぶつてなく蛙,苗代,春
13176,市中や苗代時の鯰売,苗代,春
13177,君が代や苗代時の物しづか,苗代,春
13178,すみきるや苗代水の上流れ,苗代,春
13179,苗代のへりをつたふて目高哉,苗代,春
13180,苗代や蛙の座敷青みたり,苗代,春
13181,夜の雨や苗代青むさゝ濁り,苗代,春
13182,鷺下りて苗代時の寒哉,苗代,春
13183,苗代の雨緑なり三坪程,苗代,春
13184,野の森や苗代時の薄曇り,苗代,春
13185,水足りて苗代青むはじめかな,苗代,春
13186,苗代の濁り流れて芹の花,苗代,春
13187,苗代へ分るゝ水の目高哉,苗代,春
13188,苗代や許六の蛙史邦の亀,苗代,春
13189,苗代やげんげの束の捨てゝある,苗代,春
13190,苗代や短冊形と色紙形,苗代,春
13191,苗代や札立てゝある試験田,苗代,春
13192,苗代や水を離るゝ針の尖,苗代,春
13193,苗代や林檎の花は散りつくす,苗代,春
13194,農会や苗代時の蛾の話,苗代,春
13195,苗代や第一番は善通寺,苗代,春
13196,芒芽をふきぬ病もいえるべく,芽立,春
13197,附木立てゝ鶏頭葉鶏頭など芽ざす,芽立,春
13198,庭踏んで木の芽草の芽なんど見る,芽立,春
13199,物の芽の中に桔梗の芽出し哉,芽立,春
13200,萱草やこゝに芽をふく忘草,芽立,春
13201,芽をふかぬ小庭淋しや下駄の跡,芽立,春
13202,松を伐れ日陰の草の芽を惜み,草の芽,春
13203,葉鶏頭の苗養ふや絵師が家,草の芽,春
13204,古庭やいろいろの鉢いろいろの芽,草の芽,春
13205,下萌にせばめられたる野道哉,下萌,春
13206,下萌にせばめられ行く野道哉,下萌,春
13207,下萌に引く大砲の車かな,下萌,春
13208,下萌や寝牛の尻のこそばゆき,下萌,春
13209,下萌を嗅ありく鹿の只一つ,下萌,春
13210,日あたりや下萌えあへず馬嘶ふ,下萌,春
13211,くるしさや恋の下萌ほの緑,下萌,春
13212,下萌のきほひにこける仏かな,下萌,春
13213,下萌やこゝにいひなづけの女あり,下萌,春
13214,下萌を催す頃の地震哉,下萌,春
13215,下萌の小庭に来るや知らぬ鶏,下萌,春
13216,下萌や音無川の上流れ,下萌,春
13217,ところどころ緑萌え立つ砂漠かな,草萌,春
13218,萩桔梗撫子なんど萌えにけり,草萌,春
13219,萩薄撫子なんど萌えにけり,草萌,春
13220,草少し地蔵の膝に萌えんとす,草萌,春
13221,武蔵野は若草の色空の色,若草,春
13222,若草やねころびし子のうらやまし,若草,春
13223,若草や草履の裏に塵もなし,若草,春
13224,小窓から若草見るや奈良の山,若草,春
13225,立臼をのけて若草まばら也,若草,春
13226,若草に薄桃色の小袖哉,若草,春
13227,若草に嵯峨野の昔哀れ也,若草,春
13228,若草にはや風やどる二月かな,若草,春
13229,若草に雲雀と遊ぶ子供哉,若草,春
13230,若草に見る見る馬の肥にけり,若草,春
13231,若草ははや風宿る二月哉,若草,春
13232,若草や川中島の水かれて,若草,春
13233,若草や君は何とかよみいでし,若草,春
13234,若草や小亀引ずる泥の足,若草,春
13235,若草や嵯峨野の昔哀れ也,若草,春
13236,若草や富士の裾野をせり上る,若草,春
13237,若草や蒔絵兀たる小重箱,若草,春
13238,離々として若草生ゆる那須野哉,若草,春
13239,若草や一寸程の馬走る,若草,春
13240,若草や駅のはつれの馬頭尊,若草,春
13241,若草や鶏のとさかの一二寸,若草,春
13242,春日野や草若くして鹿の糞,若草,春
13243,若草に座つて見ゆや川いくつ,若草,春
13244,若草に座つて見ゆやそこらぢう,若草,春
13245,若草や西大門のあとはこれ,若草,春
13246,若草や土手にくひつく牛のむれ,若草,春
13247,ちよぼちよぼと若草生える小庭かな,若草,春
13248,二三人若草に座して握り飯,若草,春
13249,若草のものもまじらず土饅頭,若草,春
13250,若草や子供集まりて毬を打つ,若草,春
13251,若草に線香たてたる地蔵哉,若草,春
13252,若草の頃習志野を通りけり,若草,春
13253,ねころんで書よむ人や春の草,春の草,春
13254,下駄ぬいでふんでも見たり春の草,春の草,春
13255,まり投げて見たき広場や春の草,春の草,春
13256,おふた子のさしづにつむや春の草,春の草,春
13257,これつみて誰に送らん春の草,春の草,春
13258,たれつみて誰に送らん春の草,春の草,春
13259,つむもをしつまぬもをしや春の草,春の草,春
13260,似た花も似ぬ花もあり春の草,春の草,春
13261,水はしらすたゝあしもとの春の草,春の草,春
13262,山はしらすたゝあしもとの春の草,春の草,春
13263,吹殻はもえて人なし春の草,春の草,春
13264,山ハ野ハしらすたゝあしもとの春の草,春の草,春
13265,山ハ水ハしらすたゝあしもとの春の草,春の草,春
13266,どこやらに牛の匂ひや春の草,春の草,春
13267,道筋のあらはれそめつ春の草,春の草,春
13268,焼くからに萌ゆる也けり春の草,春の草,春
13269,石原やほちほち青き春の草,春の草,春
13270,春の草殺生石はこれかとよ,春の草,春
13271,焼石や春の裾山草もなし,春の草,春
13272,荒寺や簀子の下の春の草,春の草,春
13273,牛引て書読む人や春の草,春の草,春
13274,血の跡の井戸に尽きたり春の草,春の草,春
13275,なき人のむくろを隠せ春の草,春の草,春
13276,牛飼はどこに眠りて春の草,春の草,春
13277,古御所に人住まずなりぬ春の草,春の草,春
13278,春草菲々馬肥えていくさを思ふ哉,春の草,春
13279,馬市のあとや馬糞春の草,春の草,春
13280,春の草東に水の見ゆる哉,春の草,春
13281,野辺の草草履の裏に芳しき,芳草,春
13282,三十六宮荒れ尽して草芳しき,芳草,春
13283,落花流水草芳シキ裾模様,芳草,春
13284,七草は七ツ異なる風情かな,七草,春
13285,萍や池の真中に生ひ初る,萍生いそむ,夏
13286,萍や漫々たる江に生ひ初る,萍生いそむ,夏
13287,江の雨や春の浮草ちらほらと,萍生いそむ,夏
13288,さゝ波のちゞめよせたる若加布哉,和布,春
13289,さゝ波のなりにちゞまる和布哉,和布,春
13290,白魚の又めぐりあふ若和布哉,和布,春
13291,中国の山どれどれぞ若和布取,和布,春
13292,若和布とる人か夕日の磯歩行,和布,春
13293,若和布干す蜑が垣根の日和哉,和布,春
13294,髪置は海松房かつけ海人の子等,海松,冬
13295,海松刈る君が姿そなつかしき,海松,冬
13296,海松かゝるつ波のあとの木立かな,海松,冬
13297,青海苔や海にさしこむ日の光,海苔,冬
13298,青海苔や水にさしこむ日の光,海苔,冬
13299,青海苔や海の匂ひのまだぬけず,海苔,冬
13300,海苔掻の股の下なり安房の山,海苔,冬
13301,海苔掻きや伊勢越の海人の水鏡,海苔,冬
13302,女漕ぐ棚無し小船海苔の中,海苔,冬
13303,海苔の香の向ふに安房の岬哉,海苔,冬
13304,海苔はぢく音や磯家の夕日和,海苔,冬
13305,砲台に海苔麁朶つゞく浅瀬哉,海苔,冬
13306,荷を解けば浅草海苔の匂ひ哉,海苔,冬
13307,海苔麁朶の中を走るや帆掛船,海苔,冬
13308,さゝ波や海苔になる日の風もなし,海苔,冬
13309,海苔麁朶にさゝ波よする入江哉,海苔,冬
13310,海苔を干す家ばかり也南向,海苔,冬
13311,画にかきし海苔採り舟の女哉,海苔,冬
13312,軍艦の海苔麁朶に遠く掛りけり,海苔,冬
13313,新海苔の一帖づゝを土産かな,海苔,冬
13314,新海苔や肴乏しき精進落,海苔,冬
13315,海苔漉を見による梅の廻り道,海苔,冬
13316,孕女の海苔取る頃ぞいそがしき,海苔,冬
13317,閣に座して海苔採舟の眺め哉,海苔,冬
13318,白魚の雲にかゝりし海雲哉,海雲,夏
13319,白魚のもつれこんだる海雲哉,海雲,夏
13320,わりなくも箸にかゝらぬ海雲哉,海雲,夏
13321,はげそめてやゝ寒げ也冬紅葉,冬,冬
13322,きぬぎぬの鴉見にけり嵯峨の冬,冬,冬
13323,都にも冬ありされど酒もあり,冬,冬
13324,青々と冬を根岸の一つ松,冬,冬
13325,淋しさもぬくさも冬のはじめ哉,冬,冬
13326,嶋原や笛も太鼓も冬の音,冬,冬
13327,下總や冬あたゝかに麥畠,冬,冬
13328,冬の野ら犬も喰はさる牛の骨,冬,冬
13329,音もなし冬の小村の八九軒,冬,冬
13330,大木のすつくと高し冬の門,冬,冬
13331,冬や今年今年や冬となりにけり,冬,冬
13332,冬や今年我病めり古書二百卷,冬,冬
13333,戸を閉ぢた家の多さよ冬の村,冬,冬
13334,冬に入りて柿猶澁し此心,冬,冬
13335,冬を誰いさゝむら竹茶の煙,冬,冬
13336,青山や弔砲鳴って冬の行く,冬,冬
13337,筮竹に塵なき冬の机かな,冬,冬
13338,伐株や紅盡きし冬の園,冬,冬
13339,乏しからぬ冬の松魚や日本橋,冬,冬
13340,繙いて冬の部に入る井華集,冬,冬
13341,冬の朝鯉を求めて市に入る,冬,冬
13342,冬の宿狼聞て温泉のぬるき,冬,冬
13343,御幸待つ冬の小村の國旗哉,冬,冬
13344,住みなれて冬の蜆や向島,冬,冬
13345,のら猫の糞して居るや冬の庭,冬,冬
13346,袷著て花さく冬を羨みぬ,冬,冬
13347,髯のある雜兵ともや冬の陣,冬,冬
13348,筆ちびてかすれし冬の日記哉,冬,冬
13349,冬の季にやゝ暑してふ題あらん,冬,冬
13350,朝な朝な粥くふ冬となりにけり,冬,冬
13351,新しき錢湯出來つ冬の町,冬,冬
13352,菓物に乏しくもあらず冬の庵,冬,冬
13353,小百姓冬物買ひに出たりけり,冬,冬
13354,物の寂猿簔冬にはじまりぬ,冬,冬
13355,冬立つや背中合せの宮と寺,立冬,冬
13356,菊の香や月夜ながらに冬に入る,立冬,冬
13357,冬立つや立たずや留守の一つ家,立冬,冬
13358,初冬に何の句もなき一日かな,初冬,冬
13359,初冬の家ならびけり須磨の里,初冬,冬
13360,初冬の糺へ歸る禰宜一人,初冬,冬
13361,初冬の葉は枯れながら菊の花,初冬,冬
13362,初冬の鴉飛ぶなり二見潟,初冬,冬
13363,初冬の萩も芒もたばねけり,初冬,冬
13364,初冬の家成つて壁いまだつかず,初冬,冬
13365,初冬の新宅の壁はまだつかず,初冬,冬
13366,初冬の黒き皮剥くバナゝかな,初冬,冬
13367,鳥居より内の馬糞や神無月,神無月,秋
13368,神無月賽銭箱はなかりけり,神無月,秋
13369,銅像に魂入れん神無月,神無月,秋
13370,名物の蚊の長いきや神無月,神無月,秋
13371,神無月鳥居の内の馬糞哉,神無月,秋
13372,窗あけて見れば舟行く神無月,神無月,秋
13373,道はたや鳥居倒れて神無月,神無月,秋
13374,女乘る宮の渡しや神無月,神無月,秋
13375,大君の御留守を拜む神無月,神無月,秋
13376,霜月や内外の宮の行脚僧,霜月,冬
13377,霜月や山の境の茶の木原,霜月,冬
13378,霜月の軍艦ひそむ入江かな,霜月,冬
13379,霜月の小道にくさる紅葉かな,霜月,冬
13380,霜月の灯や氷らんと禰宜の袖,霜月,冬
13381,霜月や石の鳥居に鳴く鴉,霜月,冬
13382,霜月やすかれすかれの草の花,霜月,冬
13383,霜月や痩せたる菊の影法師,霜月,冬
13384,霜月の野の宮殘る嵯峨野哉,霜月,冬
13385,霜月や雲もかゝらぬ晝の富士,霜月,冬
13386,霜月や奈良の都のト師,霜月,冬
13387,霜月や奈良の都のト屋算,霜月,冬
13388,霜月や淀の夜舟の三四人,霜月,冬
13389,霜月や空也は骨に生きにける,霜月,冬
13390,霜月の梨を田町に求めけり,霜月,冬
13391,屋根船や白帆にまじる小六月,小六月,冬
13392,牛の子や賣られて遊ぶ小六月,小六月,冬
13393,新米に菊の香もあれ小六月,小六月,冬
13394,日影さす人形店や小六月,小六月,冬
13395,庭木高く囮の籠や小六月,小六月,冬
13396,のびのびし歸り詣や小六月,小六月,冬
13397,囮かけて人居らぬ野や小六月,小六月,冬
13398,十二月上野の北は靜かなり,十二月,冬
13399,いそがしい中に子を産む師走哉,師走,冬
13400,いそがしく時計の動く師走哉,師走,冬
13401,いそがしさつもつてひまな師走哉,師走,冬
13402,いろいろをないふ一つの師走哉,師走,冬
13403,魚棚に熊笹青き師走哉,師走,冬
13404,Ｍの字の手紙に多き師走哉,師走,冬
13405,大方はうち捨られつ師走不二,師走,冬
13406,かちあたる馬車も銀坐の師走哉,師走,冬
13407,門口に松葉こぼるゝ師走哉,師走,冬
13408,乾鮭も熊も釣らるゝ師走哉,師走,冬
13409,乾鮭も熊もつるして師走哉,師走,冬
13410,この友と江戸の師走の出會哉,師走,冬
13411,鮭さげて女のはしる師走哉,師走,冬
13412,正月の支度にいそぐ師走哉,師走,冬
13413,白足袋のよごれ盡せし師走哉,師走,冬
13414,せはしさに寒さわするゝ師走哉,師走,冬
13415,ちかづきに皆顏あはす師走哉,師走,冬
13416,羽子板のうらに春來る師走哉,師走,冬
13417,病人と靜かに語る師走哉,師走,冬
13418,折々は狆のふまるゝ師走哉,師走,冬
13419,悠然と大船かゝる師走哉,師走,冬
13420,板橋へ荷馬のつゞく師走哉,師走,冬
13421,一休の蛸さげて行く師走哉,師走,冬
13422,風強し眞葛か原の師走哉,師走,冬
13423,風吹て師走八日といふ日哉,師走,冬
13424,風吹て白き師走の月夜哉,師走,冬
13425,傾城の出しぬかれたる師走哉,師走,冬
13426,小鼠の行列つゞく師走哉,師走,冬
13427,婚禮の嶋臺通る師走哉,師走,冬
13428,靜かさに寒し師走の白拍子,師走,冬
13429,靜かさや師走の奥の智恩院,師走,冬
13430,菅笠の古びも旅の師走哉,師走,冬
13431,炭出しに行けば師走の月夜哉,師走,冬
13432,雪隱にあるじものいふ師走哉,師走,冬
13433,錢かつく人や師走の汗雫,師走,冬
13434,竹藪に師走の月の青さ哉,師走,冬
13435,近道に氷を渡る師走哉,師走,冬
13436,鐵鉢に味噌もる寺の師走哉,師走,冬
13437,板額の薙刀つかふ師走哉,師走,冬
13438,鳳輦の靜かに過ぐる師走哉,師走,冬
13439,松立てゝ師走の夕日しづか也,師走,冬
13440,萬歳の妻に別るゝ師走哉,師走,冬
13441,山里の空や師走の凧一つ,師走,冬
13442,海広し師走の町を出はなれて,師走,冬
13443,大聲にさわぐ師走の鴉かな,師走,冬
13444,大寺の靜まりかへる師走かな,師走,冬
13445,大筆にかする師走の日記かな,師走,冬
13446,高麗船の寶積みわたる師走かな,師走,冬
13447,淋しさをにらみあふたる師走かな,師走,冬
13448,大幅の達磨かけたる師走かな,師走,冬
13449,塵にまじる錢さへ京の師走かな,師走,冬
13450,町中を行くや師走の大男,師走,冬
13451,霙にもならで師走の大雨かな,師走,冬
13452,やごとなき落人見たる師走かな,師走,冬
13453,うしろから追はるゝやうな師走哉,師走,冬
13454,馬糞も見えず師走の日本橋,師走,冬
13455,馬の息見えて師走の夜明哉,師走,冬
13456,風光る師走の空の月夜かな,師走,冬
13457,艦隊の港出て行く師走哉,師走,冬
13458,艦隊の港につどふ師走かな,師走,冬
13459,氣樂さのまたや師走の草枕,師走,冬
13460,草の根を鼠のかぢる師走かな,師走,冬
13461,夕霧より伊左さま參る師走哉,師走,冬
13462,元祿十五年極月十四日夜の事也,師走,冬
13463,傾城を見たる師走の温泉かな,師走,冬
13464,臨月の師走廿日も過ぎてけり,師走,冬
13465,王孫を市にあはれむ師走哉,師走,冬
13466,店先に師走見て居る佛かな,師走,冬
13467,此部屋も坊主小し寒の内,寒,冬
13468,赦にあふて衣手あらみ寒に泣く,寒,冬
13469,隱居して芝居に行や寒の内,寒,冬
13470,藥のむあとの蜜柑や寒の内,寒,冬
13471,ありたけの日受を村の冬至哉,冬至,冬
13472,日一分一分ちゞまる冬至かな,冬至,冬
13473,卷烟草くゆり盡せし冬至哉,冬至,冬
13474,苫低く裏に日のさす冬至かな,冬至,冬
13475,佛壇に水仙活けし冬至哉,冬至,冬
13476,物干の影に測りし冬至哉,冬至,冬
13477,佛壇の菓子うつくしき冬至哉,冬至,冬
13478,ものさびし上野の山の小春哉,小春,冬
13479,菊も菜の色に咲きたる小春哉,小春,冬
13480,櫻にもまさる紅葉の小春かな,小春,冬
13481,春よりも嬉し小春の歸り咲,小春,冬
13482,小烏の鳶なぶりゐる小春哉,小春,冬
13483,小春日や赤すじすらりすらり引く,小春,冬
13484,小春日や淺間の煙ゆれ上る,小春,冬
13485,椽に足のべて文書く小春哉,小春,冬
13486,北風の南にかはる小春哉,小春,冬
13487,凩をぬけ出て山の小春かな,小春,冬
13488,小春日や又この背戸も爺と婆,小春,冬
13489,さゝ波に一日見ゆる小春かな,小春,冬
13490,白砂に犬の寐ころぶ小春哉,小春,冬
13491,白砂に犬のゐねふる小春哉,小春,冬
13492,大名の小聲にうたふ小春哉,小春,冬
13493,鳶高く鴉を笑ふ小春かな,小春,冬
13494,鳶一つ空に動かぬ小春哉,小春,冬
13495,百姓の烟草輪にふく小春哉,小春,冬
13496,不二を背に筑波見下す小春哉,小春,冬
13497,ぶをとこも美人も出たる小春哉,小春,冬
13498,屋の棟に鳩ならび居る小春かな,小春,冬
13499,屋の棟に鳩のならびし小春哉,小春,冬
13500,思ふことなげぶし歌ふ小春哉,小春,冬
13501,枯枝に雀むらがる小春かな,小春,冬
13502,姑の嫁につれだつ小春哉,小春,冬
13503,鳩眠る屋根や小春の大師堂,小春,冬
13504,もみ衣の小窓にうつる小春哉,小春,冬
13505,飴賣に村の子たかる小春かな,小春,冬
13506,幾重にも村かさなりて小春かな,小春,冬
13507,魚見えて小春の水のぬるみかな,小春,冬
13508,御社壇に小春の爺が腰かけて,小春,冬
13509,砂濱や舟の底干す小春凪,小春,冬
13510,谷間や小春の家の五六軒,小春,冬
13511,摘みこんで杉垣低き小春かな,小春,冬
13512,鳩のならぶ屋根に豆打つ小春かな,小春,冬
13513,町はづれ小春の山の見ゆるかな,小春,冬
13514,村は小春山は時雨と野の廣さ,小春,冬
13515,痩村や小春を受くる家の向,小春,冬
13516,えん豆の生える小春の日向かな,小春,冬
13517,あけ放す窓は上野の小春哉,小春,冬
13518,いたはしや花のなやみの小春迄,小春,冬
13519,うるさしや小春の蠅の顏につく,小春,冬
13520,うれしくば開け小春の櫻花,小春,冬
13521,唐橋にむく犬眠る小春かな,小春,冬
13522,雲に近く行くや小春の眞帆片帆,小春,冬
13523,黒船に傳馬のたかる小春かな,小春,冬
13524,廻廊に錢の落ちたる小春かな,小春,冬
13525,山門に鹿干す奈良の小春かな,小春,冬
13526,電信に雀の竝ぶ小春かな,小春,冬
13527,蜻蛉に馴るゝ小春の端居哉,小春,冬
13528,寐るやうつゝ小春の蝶の影許り,小春,冬
13529,痩村に鳶舞ひ落つる小春哉,小春,冬
13530,痩村に見ゆや小春の凧,小春,冬
13531,山底に世と斷つ村も小春かな,小春,冬
13532,病む人の病む人をとふ小春哉,小春,冬
13533,賣り出しの旗や小春の廣小路,小春,冬
13534,大寺の椽廣うして小春かな,小春,冬
13535,思ひ出す殊に老いての小春好,小春,冬
13536,小障子の穴に鳶舞ふ小春かな,小春,冬
13537,小春野や草花痩せて晝の月,小春,冬
13538,小春日の馬往來す王子道,小春,冬
13539,小春日や南を追ふて蠅の飛ぶ,小春,冬
13540,不忍も上野も小春日和哉,小春,冬
13541,鳶空に舞ふや小春の日半日,小春,冬
13542,日光の山に鳶舞ふ小春哉,小春,冬
13543,野の茶屋に蜜柑竝べし小春哉,小春,冬
13544,一車漬菜買ひけり小春凪,小春,冬
13545,窓の影小春の蜻蜒稀に飛ぶ,小春,冬
13546,娘など出るや小春の古著店,小春,冬
13547,用水や小春の金魚一つ浮く,小春,冬
13548,我庭の空に鳶舞ふ小春哉,小春,冬
13549,蜻蛉の地藏なぶるや小春の野,小春,冬
13550,戸をあけて愛する小春の小山哉,小春,冬
13551,畑の木に鳥籠かけし小春哉,小春,冬
13552,蜜柑を好む故に小春を好むかな,小春,冬
13553,池の石に龜の居らざる小春哉,小春,冬
13554,下總に一日遊ぶ小春哉,小春,冬
13555,蜜柑買ふて里子見に行く小春哉,小春,冬
13556,水草の花に小春の西日哉,小春,冬
13557,鶏頭のあく迄赤き小春哉,小春,冬
13558,鳶見えて冬あたゝかやガラス窓,小春,冬
13559,繿縷を干す小春日和や鮫ヶ橋,小春,冬
13560,色さめし造り花賣る小春かな,小春,冬
13561,毛布著て毛布買ひ居る小春かな,小春,冬
13562,梅の木に足袋をほす也年のくれ,年の暮,冬
13563,白壁のふゑる町あり年のくれ,年の暮,冬
13564,年のくれ命ばかりの名殘哉,年の暮,冬
13565,年の暮財布の底を叩きけり,年の暮,冬
13566,年の暮月の暮日のくれにけり,年の暮,冬
13567,年の暮鎧も質に出る世哉,年の暮,冬
13568,歳のくれ龍頭の時計くるひけり,年の暮,冬
13569,年の尾や又くりかへすさかさ川,年の暮,冬
13570,ぬす人のぬす人とるや年の暮,年の暮,冬
13571,來年のいつの間にやら來りけり,年の暮,冬
13572,龍の尾の蛇に細るやとしのくれ,年の暮,冬
13573,あら笑止や又年の暮れかゝりて候,年の暮,冬
13574,うかうかと鴨見て居れは年くるゝ,年の暮,冬
13575,裏棚に二子も出來つ年のくれ,年の暮,冬
13576,雲上のからくり見たり年の暮,年の暮,冬
13577,老憎しつもる年波打ては返らず,年の暮,冬
13578,老のくれくれぐれもいやと申しゝに,年の暮,冬
13579,香煙の美人にもならず年暮れぬ,年の暮,冬
13580,風吹て今年も暮れぬ土佐日記,年の暮,冬
13581,金くさう都はなりて年のくれ,年の暮,冬
13582,家隷から金をかりるや年の暮,年の暮,冬
13583,君が代を静かに牛の年暮れぬ,年の暮,冬
13584,去年よりも今年ぞをしき來年は,年の暮,冬
13585,今年より來年近し花の春,年の暮,冬
13586,さりともと撫し額に年の波,年の暮,冬
13587,たらちねのあればぞ悲し年の暮,年の暮,冬
13588,月冴て市の歳暮のあはれなり,年の暮,冬
13589,つくつくと故郷萬里の年の暮,年の暮,冬
13590,辻君になじみを持てり年の暮,年の暮,冬
13591,手の底に玉は隱れて年くれぬ,年の暮,冬
13592,天人に舞はせて見ばや年の空,年の暮,冬
13593,年くれぬ風はやともの雨晴て,年の暮,冬
13594,年のくれ日記の花見月見哉,年の暮,冬
